P5F1B	1.000000	4.000000	4.760952
P63	1.000000	4.000000	4.760952
P63	1.000000	1.500000	1.870829
P73	1.000000	13.500000	15.732133
P73	1.000000	5.000000	5.916080
PAX1	1.000000	0.500000	0.707107
PAX2	1.000000	2.500000	3.027650
PAX2	1.000000	32.500000	37.671829
PAX3	1.000000	0.500000	0.707107
PAX4	1.000000	16.000000	18.618987
PAX5	1.000000	66.000000	76.354437
PAX5	1.000000	64.000000	74.045031
PAX6	1.000000	0.500000	0.707107
PAX7	nan	nan	nan
PAX8	1.000000	2.500000	3.027650
PBX1	1.000000	2.000000	2.449490
PBX2	1.000000	14.000000	16.309506
PBX3	1.000000	6.500000	7.648529
PDX1	1.000000	2.500000	3.027650
PEBB	1.000000	3.000000	3.605551
PHX2A	1.000000	0.500000	0.707107
PHX2B	1.000000	3.500000	4.183300
PIT1	1.000000	7.000000	8.225975
PITX1	1.000000	2.000000	2.449490
PITX2	1.000000	8.000000	9.380832
PITX3	1.000000	13.000000	15.154757
PKNX1	1.000000	3.500000	4.183300
PKNX2	1.000000	7.000000	8.225975
PLAG1	1.000000	65.500000	75.777085
PLAG1	1.000000	29.500000	34.207699
PLAL1	1.000000	24.500000	28.434134
PO2F1	1.000000	0.000000	0.000000
PO2F2	1.000000	1.500000	1.870829
PO2F3	1.000000	11.500000	13.422618
PO3F1	1.000000	0.500000	0.707107
PO3F2	1.000000	12.500000	14.577380
PO3F3	1.000000	50.500000	58.456537
PO3F4	1.000000	10.500000	12.267844
PO4F1	1.000000	0.500000	0.707107
PO4F2	1.000000	1.500000	1.870829
PO4F3	1.000000	2.000000	2.449490
PO5F1	1.000000	15.000000	17.464249
PO6F1	1.000000	0.000000	0.000000
PO6F2	1.000000	0.500000	0.707107
PPARA	1.000000	2.500000	3.027650
PPARA	1.000000	13.500000	15.732133
PPARD	1.000000	3.000000	3.605551
PPARG	1.000000	15.000000	17.464249
PPARG	1.000000	1.000000	1.290994
PRD14	1.000000	5.000000	5.916080
PRDM1	1.000000	2.000000	2.449490
PRDM4	nan	nan	nan
PRGR	1.000000	7.000000	8.225975
PRGR	1.000000	9.000000	10.535654
PROP1	1.000000	18.500000	21.505813
PROX1	1.000000	34.000000	39.403892
PRRX1	1.000000	2.000000	2.449490
PRRX2	1.000000	13.000000	15.154757
PTF1A	1.000000	22.000000	25.547342
PURA	1.000000	61.500000	71.158274
RARA	1.000000	24.000000	27.856777
RARA	1.000000	23.500000	27.279418
RARB	1.000000	12.000000	14.000000
RARG	1.000000	17.500000	20.351085
RARG	1.000000	23.000000	26.702060
RAX2	1.000000	12.500000	14.577380
RELB	1.000000	3.000000	3.605551
REL	1.000000	7.000000	8.225975
REST	1.000000	6.000000	7.071068
RFX1	1.000000	2.000000	2.449490
RFX2	1.000000	8.000000	9.380832
RFX3	nan	nan	nan
RFX4	nan	nan	nan
RFX5	1.000000	13.500000	15.732133
RHXF1	1.000000	21.500000	24.969982
RORA	1.000000	0.500000	0.707107
RORG	1.000000	2.500000	3.027650
RREB1	1.000000	126.000000	145.636534
RUNX1	1.000000	3.500000	4.183300
RUNX2	1.000000	5.500000	6.493587
RUNX3	1.000000	8.000000	9.380832
RXRA	1.000000	7.500000	8.803408
RXRB	1.000000	4.500000	5.338539
RXRG	1.000000	0.500000	0.707107
RX	1.000000	4.000000	4.760952
SCRT1	1.000000	0.000000	0.000000
SCRT2	1.000000	0.500000	0.707107
SHOX2	1.000000	16.000000	18.618987
SHOX	1.000000	14.500000	16.886879
SMAD1	1.000000	3.500000	4.183300
SMAD2	1.000000	0.000000	0.000000
SMAD3	1.000000	11.500000	13.422618
SMAD4	1.000000	6.500000	7.648529
SMRC1	1.000000	29.000000	33.630343
SNAI1	1.000000	22.500000	26.124701
SNAI2	1.000000	16.500000	19.196354
SOX10	1.000000	14.500000	16.886879
SOX11	1.000000	0.500000	0.707107
SOX13	1.000000	5.000000	5.916080
SOX15	1.000000	5.500000	6.493587
SOX17	1.000000	2.500000	3.027650
SOX18	1.000000	34.500000	39.981246
SOX1	1.000000	1.500000	1.870829
SOX21	1.000000	4.500000	5.338539
SOX2	1.000000	31.000000	35.939764
SOX3	1.000000	4.500000	5.338539
SOX4	1.000000	2.000000	2.449490
SOX5	1.000000	0.500000	0.707107
SOX7	1.000000	0.000000	0.000000
SOX8	1.000000	3.500000	4.183300
SOX9	1.000000	6.000000	7.071068
SP1	1.000000	145.000000	167.575853
SP1	1.000000	115.000000	132.934821
SP2	0.705882	212.000000	244.940809
SP3	0.414938	361.000000	416.991207
SP4	0.338983	442.000000	510.521955
SPDEF	1.000000	7.500000	8.803408
SPI1	1.000000	1.500000	1.870829
SPIB	1.000000	2.500000	3.027650
SPIC	1.000000	41.500000	48.064193
SPZ1	1.000000	2.500000	3.027650
SRBP1	1.000000	16.000000	18.618987
SRBP2	1.000000	19.000000	22.083176
SRF	1.000000	30.500000	35.362409
SRY	1.000000	11.000000	12.845233
STA5A	1.000000	1.500000	1.870829
STA5B	1.000000	1.500000	1.870829
STAT1	1.000000	12.500000	14.577380
STAT1	1.000000	7.000000	8.225975
STAT2	1.000000	21.500000	24.969982
STAT3	1.000000	4.500000	5.338539
STAT4	1.000000	4.500000	5.338539
STAT6	1.000000	2.000000	2.449490
STF1	1.000000	2.000000	2.449490
SUH	1.000000	14.000000	16.309506
TAL1	1.000000	9.500000	11.113055
TAL1	1.000000	1.000000	1.290994
TBP	1.000000	18.500000	21.505813
TBR1	1.000000	0.000000	0.000000
TBX15	1.000000	136.000000	157.183545
TBX19	1.000000	0.000000	0.000000
TBX1	1.000000	138.000000	159.492947
TBX20	1.000000	6.000000	7.071068
TBX21	1.000000	0.000000	0.000000
TBX2	0.767263	195.000000	225.310896
TBX3	1.000000	61.000000	70.580923
TBX4	1.000000	0.500000	0.707107
TBX5	1.000000	5.500000	6.493587
TCF7	1.000000	3.500000	4.183300
TEAD1	1.000000	10.000000	11.690452
TEAD3	1.000000	18.500000	21.505813
TEAD4	1.000000	6.500000	7.648529
TEF	1.000000	16.000000	18.618987
TF2LX	1.000000	1.000000	1.290994
TF65	1.000000	0.000000	0.000000
TF7L1	1.000000	6.500000	7.648529
TF7L2	1.000000	4.000000	4.760952
TFAP4	1.000000	5.000000	5.916080
TFCP2	1.000000	15.000000	17.464249
TFDP1	0.575816	260.000000	300.366443
TFDP1	1.000000	1.500000	1.870829
TFE2	1.000000	3.500000	4.183300
TFE3	1.000000	2.000000	2.449490
TFEB	1.000000	1.500000	1.870829
TGIF1	1.000000	16.000000	18.618987
TGIF1	1.000000	16.500000	19.196354
TGIF2	1.000000	3.000000	3.605551
THAP1	1.000000	60.500000	70.003571
THA	1.000000	9.500000	11.113055
THA	1.000000	5.500000	6.493587
THB	1.000000	8.500000	9.958246
THB	1.000000	6.000000	7.071068
TLX1	1.000000	26.000000	30.166206
TLX1	1.000000	5.000000	5.916080
TWST1	1.000000	3.000000	3.605551
TYY1	1.000000	0.500000	0.707107
TYY2	nan	nan	nan
UBIP1	1.000000	34.000000	39.403892
UNC4	1.000000	1.500000	1.870829
USF1	1.000000	1.000000	1.290994
USF2	1.000000	19.500000	22.660538
VAX1	1.000000	35.500000	41.135953
VAX2	1.000000	4.000000	4.760952
VDR	1.000000	29.500000	34.207699
VDR	1.000000	50.000000	57.879185
VENTX	1.000000	29.000000	33.630343
VSX1	1.000000	3.000000	3.605551
VSX2	1.000000	0.000000	0.000000
WT1	1.000000	28.000000	32.475632
XBP1	1.000000	2.500000	3.027650
YBOX1	1.000000	11.500000	13.422618
ZBED1	nan	nan	nan
ZBT18	1.000000	0.000000	0.000000
ZBT49	1.000000	20.000000	23.237900
ZBT7A	1.000000	32.500000	37.671829
ZBT7B	1.000000	9.000000	10.535654
ZBTB4	1.000000	4.500000	5.338539
ZBTB4	1.000000	0.000000	0.000000
ZBTB6	1.000000	6.000000	7.071068
ZEB1	1.000000	28.500000	33.052988
ZEP1	1.000000	1.000000	1.290994
ZEP2	1.000000	15.500000	18.041619
ZFHX3	1.000000	4.000000	4.760952
ZFX	1.000000	44.000000	50.950957
ZIC1	1.000000	9.500000	11.113055
ZIC2	1.000000	3.500000	4.183300
ZIC3	1.000000	0.000000	0.000000
ZIC4	1.000000	28.500000	33.052988
ZKSC1	1.000000	6.500000	7.648529
ZKSC3	1.000000	0.000000	0.000000
ZN143	1.000000	13.000000	15.154757
ZN148	1.000000	99.000000	114.459600
ZN219	1.000000	25.500000	29.588849
ZN232	1.000000	1.000000	1.290994
ZN282	1.000000	5.000000	5.916080
ZN333	1.000000	0.000000	0.000000
ZN350	1.000000	43.500000	50.373604
ZN384	1.000000	0.000000	0.000000
ZN410	nan	nan	nan
ZN423	nan	nan	nan
ZN524	1.000000	3.500000	4.183300
ZN589	1.000000	42.000000	48.641546
ZN639	1.000000	31.000000	35.939764
ZN652	1.000000	0.500000	0.707107
ZN713	1.000000	40.500000	46.909487
ZN740	1.000000	6.000000	7.071068
ZN784	1.000000	4.000000	4.760952
ZSC16	1.000000	10.500000	12.267844
ZSCA4	1.000000	1.500000	1.870829
